traditional,simplified,pinyintone,pinyinnum,pinyinnone,tonenumber,MCbaxter,MCinitial,MCfinal,MCtone,MCipa,OC,gloss,GSR,HYDZD,rad,str,Unicode
成,成,chéng,cheng2,cheng,2,dzyeng,dzy-,-jeng,ping,ʥeŋ¹,*[d]eŋ,to become (v.i.),0818a,"21399,01",62,2,U+6210
城,城,chéng,cheng2,cheng,2,dzyeng,dzy-,-jeng,ping,ʥeŋ¹,*[d]eŋ,city wall,0818e,"10438,07",32,6,U+57CE
誠,诚,chéng,cheng2,cheng,2,dzyeng,dzy-,-jeng,ping,ʥeŋ¹,*[d]eŋ,sincere,0818h,"63963,05",149,6,U+8AA0
盛,盛,chéng,cheng2,cheng,2,dzyeng,dzy-,-jeng,ping,ʥeŋ¹,*[d]eŋ,put in (a receptacle),0818i,"42562,04",108,6,U+76DB
成,成,chéng,cheng2,cheng,2,dzyeng,dzy-,-jeng,ping,ʥeŋ¹,*m-[d]eŋ,to complete (tr. v),0818a,"21399,01",62,2,U+6210
乘,乘,chéng,cheng2,cheng,2,zying,zy-,-ing,ping,ʑiŋ¹,*Cə.ləŋ,ride (v.),0895a,"10040,01",4,9,U+4E58
塍,塍,chéng,cheng2,cheng,2,zying,zy-,-ing,ping,ʑiŋ¹,*m.ləŋ (~ *mə.ləŋ),raised path between fields,0893n,"32098,17",32,10,U+584D
逞,逞,chěng,cheng3,cheng,3,trhjengX,trh-,-jeng,shang,ʈʰjeŋ²,*[l̥]reŋʔ,to run after; gratify one’s desire,0835x,"63840,08",162,7,U+901E
騁,骋,chěng,cheng3,cheng,3,trhjengX,trh-,-jeng,shang,ʈʰjeŋ²,*[r̥]eŋʔ,gallop,0817a,"74557,06",187,7,U+9A01
稱,称,chèng,cheng4,cheng,4,tsyhingH,tsyh-,-ing,qu,ʨʰiŋ³,*mə-tʰəŋ-s,steelyard,0894g,"42619,02",115,9,U+7A31
絺,絺,chī,chi1,chi,1,trhij,trh-,-ij,ping,ʈʰij¹,*qʰrəj (dialect: *qʰr- > *r̥- > trh-),fine cloth,1237k,"53405,13",120,7,U+7D7A
离,离,chī,chi1,chi,1,trhje,trh-,-je,ping,ʈʰje¹,*r̥aj,mountain demon,0023a,"10287,11",114,6,U+79BB
魑,魑,chī,chi1,chi,1,trhje,trh-,-je,ping,ʈʰje¹,*r̥aj,demon,0023b,"74436,03",194,11,U+9B51
螭,螭,chī,chi1,chi,1,trhje,trh-,-je,ping,ʈʰje¹,*r̥aj (E dialect: *r̥- > trh-),demon,0023c,"42880,21",142,11,U+87AD
鴟,鸱,chī,chi1,chi,1,tsyhij,tsyh-,-ij,ping,ʨʰij¹,*tʰij,鴟鵂 tsyhij.xjuw owl,0590s,"74625,01",196,5,U+9D1F
治,治,chí,chi2,chi,2,dri,dr-,-i,ping,ɖi¹,*C.lrə,"regulate, arrange",0976z,"31599,06",85,5,U+6CBB
持,持,chí,chi2,chi,2,dri,dr-,-i,ping,ɖi¹,*[d]rə,"grasp, hold",0961p,"31866,02",64,6,U+6301
蚳,蚳,chí,chi2,chi,2,drij,dr-,-ij,ping,ɖij¹,*[d]r[ij],ant egg,0590m,"42844,1",142,5,U+86B3
坻,坻,chí,chi2,chi,2,drij,dr-,-ij,ping,ɖij¹,*[d]rij,islet,0590l,"10433,1",32,5,U+577B
遟,遟,chí,chi2,chi,2,drij,dr-,-ij,ping,ɖij¹,*l<r>ə[j],slow,0595d,"63874,01",162,10,U+905F
遲,迟,chí,chi2,chi,2,drij,dr-,-ij,ping,ɖij¹,*l<r>ə[j],slow,0596d,"63885,05",162,12,U+9072
池,池,chí,chi2,chi,2,drje,dr-,-je,ping,ɖje¹,*Cə.lraj,pool (n.),0004t,"31555,03",85,3,U+6C60
踟,踟,chí,chi2,chi,2,drje,dr-,-je,ping,ɖje¹,*[d]re,踟躕 *[d]re.[d]ro walk hesitatingly,0863e,"63717,02",157,8,U+8E1F
馳,驰,chí,chi2,chi,2,drje,dr-,-je,ping,ɖje¹,*[l]raj,gallop,0004x,"74542,07",187,3,U+99B3
篪,篪,chí,chi2,chi,2,drje,dr-,-je,ping,ɖje¹,*lre,a kind of flute,0870c,"53002,04",118,10,U+7BEA
弛,弛,chí,chi2,chi,2,syeX,sy-,-je,shang,ɕe²,*l̥ajʔ,slacken (a bow),0004a',"20991,13",57,3,U+5F1B
恥,耻,chǐ,chi3,chi,3,trhiX,trh-,-i,shang,ʈʰi²,*n̥rəʔ,shame; ashamed,0959a,"42290,01",61,6,U+6065
齒,齿,chǐ,chi3,chi,3,tsyhiX,tsyh-,-i,shang,ʨʰi²,*t-[k]ʰə(ŋ)ʔ (or *t.ŋ̊əʔ),front teeth,0961l,"74788,01",211,0,U+9F52
哆,哆,chǐ,chi3,chi,3,tsyhaeX,tsyh-,-jae,shang,ʨʰæ²,*[t-l̥]Ajʔ,large,0003k,"10620,08",30,6,U+54C6
哆,哆,chǐ,chi3,chi,3,tsyheX,tsyh-,-je,shang,ʨʰe²,*[t-l̥]ajʔ,large,0003k,"10620,08",30,6,U+54C6
侈,侈,chǐ,chi3,chi,3,tsyheX,tsyh-,-je,shang,ʨʰe²,*t-l̥ajʔ,extravagant,0003i,"10151,08",9,6,U+4F88
尺,尺,chǐ,chi3,chi,3,tsyhek,tsyh-,-jek,ru,ʨʰek⁴,*tʰAk,foot (measure),0794a,"20964,02",44,1,U+5C3A
翅,翅,chì,chi4,chi,4,syeH,sy-,-je,qu,ɕe³,*s-kʰe-s,wing,0864e,"53342,16",124,4,U+7FC5
勅,勅,chì,chi4,chi,4,trhik,trh-,-ik,ru,ʈʰik⁴,*(m-)r̥ək,correct (v.); to arrange,0917b,"10371,02",19,7,U+52C5
熾,炽,chì,chi4,chi,4,tsyhiH,tsyh-,-i,qu,ʨʰi³,*tʰək-s,blaze,0920l,"32236,08",86,12,U+71BE
赤,赤,chì,chi4,chi,4,tsyhek,tsyh-,-jek,ru,ʨʰek⁴,*[t-qʰ](r)Ak,red,0793a,"53506,01",155,0,U+8D64
㡿,㡿,chì,chi4,chi,4,tsyhek,tsyh-,-jek,ru,ʨʰek⁴,*t-qʰAk,salty soil,0792a,"20884,01",53,6,U+387F
斥,斥,chì,chi4,chi,4,tsyhek,tsyh-,-jek,ru,ʨʰek⁴,*tʰAk,rebuff; salty soil,0792b,"32022,03",69,1,U+65A5
厈,厈,chì,chi4,chi,4,tsyhek,tsyh-,-jek,ru,ʨʰek⁴,*tʰAk,rebuff; salty soil,0792c,"10068,06",27,3,U+5388
沖,冲,chōng,chong1,chong,1,drjuwng,dr-,-juwng,ping,ɖjuwŋ¹,*[d]ruŋ,sound of cutting ice,1007p,"31565,03",85,4,U+6C96
舂,舂,chōng,chong1,chong,1,syowng,sy-,-jowng,ping,ɕowŋ¹,*s-toŋ,"hull grain, beat (v.) stick for beating (n.)",1192a,"53039,04",134,5,U+8202
憃,憃,chōng,chong1,chong,1,syowng,sy-,-jowng,ping,ɕowŋ¹,*s.toŋ,stupid,1192d,"42340,06",61,11,U+6183
憃,憃,chōng,chong1,chong,1,trhaewng,trh-,-aewng,ping,ʈʰæwŋ¹,*[q]ʰˤ<r>oŋ,stupid,1192d,"42340,06",61,11,U+6183
忡,忡,chōng,chong1,chong,1,trhjuwng,trh-,-juwng,ping,ʈʰjuwŋ¹,*tʰruŋ,"grieved, agitated",1007n,"42276,1",61,4,U+5FE1
衝,衝,chōng,chong1,chong,1,tsyhowng,tsyh-,-jowng,ping,ʨʰowŋ¹,*tʰoŋ,rush against,1188j,"20843,02",144,9,U+885D
充,充,chōng,chong1,chong,1,tsyhuwng,tsyh-,-juwng,ping,ʨʰuwŋ¹,*tʰuŋ,"full, fill",1011a,"10269,02",10,4,U+5145
重,重,chóng,chong2,chong,2,drjowng,dr-,-jowng,ping,ɖjowŋ¹,*[m]-troŋ,repeat; double,1188a,"63680,02",166,2,U+91CD
蟲,蟲,chóng,chong2,chong,2,drjuwng,dr-,-juwng,ping,ɖjuwŋ¹,*C.lruŋ,insect,1009a,"42891,06",142,12,U+87F2
崇,崇,chóng,chong2,chong,2,dzrjuwng,dzr-,-juwng,ping,d͡ʐjuwŋ¹,*[dz]<r>uŋ,"exalt, honor",1003h,"10782,14",46,8,U+5D07
寵,宠,chǒng,chong3,chong,3,trhjowngX,trh-,-jowng,shang,ʈʰjowŋ²,*r̥oŋʔ,"favor, grace",1193p,"20957,19",40,16,U+5BF5
抽,抽,chōu,chou1,chou,1,trhjuw,trh-,-juw,ping,ʈʰjuw¹,*l̥ru,"take out, pull out",1079f,"31852,02",64,5,U+62BD
瘳,瘳,chōu,chou1,chou,1,trhjuw,trh-,-juw,ping,ʈʰjuw¹,*r̥iw,recover,1069k,"42695,04",104,11,U+7633
稠,稠,chóu,chou2,chou,2,drjuw,dr-,-juw,ping,ɖjuw¹,*[d]riw,"dense, thick",1083l,"42614,1",115,8,U+7A20
綢,绸,chóu,chou2,chou,2,drjuw,dr-,-juw,ping,ɖjuw¹,*[d]riw,bind round,1083m,"53417,1",120,8,U+7DA2
𠃬,𠃬,chóu,chou2,chou,2,drjuw,dr-,-juw,ping,ɖjuw¹,*[d]ru,plowed field,1090a,"10053,16",5,6,U+200EC
𢏚,𢏚,chóu,chou2,chou,2,drjuw,dr-,-juw,ping,ɖjuw¹,*[d]ru,plowed field,1090b,"20996,01",57,6,U+223DA
